transaction_id,sender_id,source_country,destination_country,amount_zar,exchange_rate,status,timestamp
TXN-20260615-000052,USR-5557,South Africa,Botswana,33416.31,0.1106,Failed,2026-06-06T08:01:51.530984
TXN-20260615-000053,USR-6068,South Africa,Mozambique,34462.78,0.0691,Failed,2026-05-30T10:47:45.530984
TXN-20260615-000054,USR-9930,South Africa,Zimbabwe,44208.5,0.1254,Failed,2026-06-07T07:49:43.530984
TXN-20260615-000055,USR-4790,South Africa,Mozambique,4233.46,0.0622,Failed,2026-06-07T02:03:24.530984
TXN-20260615-000056,USR-7449,South Africa,Mozambique,26888.09,0.1142,Success,2026-05-20T05:51:14.530984
TXN-20260615-000057,USR-4842,South Africa,Botswana,1190.5,0.076,Success,2026-06-12T06:23:32.530984
TXN-20260615-000058,USR-1346,South Africa,Botswana,42671.53,0.118,Pending,2026-05-19T10:10:29.530984
TXN-20260615-000059,USR-2003,South Africa,Mozambique,17128.62,0.1134,Success,2026-05-20T08:59:45.530984
TXN-20260615-000060,USR-1258,South Africa,Mozambique,45959.62,0.1487,Failed,2026-05-19T00:08:29.530984
TXN-20260615-000061,USR-5214,South Africa,Zimbabwe,24222.86,0.0508,Success,2026-05-20T13:30:47.530984
TXN-20260615-000062,USR-6381,South Africa,Botswana,28997.15,0.1406,Failed,2026-06-08T04:33:34.530984
TXN-20260615-000063,USR-3365,South Africa,Namibia,25981.89,0.0592,Pending,2026-05-27T22:39:45.530984
TXN-20260615-000064,USR-6628,South Africa,Malawi,43476.55,0.1272,Pending,2026-05-16T19:41:45.530984
TXN-20260615-000065,USR-7641,South Africa,Mozambique,9531.02,0.1449,Success,2026-06-01T20:51:13.530984
TXN-20260615-000066,USR-6164,South Africa,Namibia,39521.71,0.1494,Failed,2026-06-03T21:05:55.530984
TXN-20260615-000067,USR-5675,South Africa,Botswana,13461.32,0.0889,Success,2026-06-07T19:14:49.530984
TXN-20260615-000068,USR-4883,South Africa,Malawi,43661.9,0.1343,Success,2026-06-03T04:17:26.530984
TXN-20260615-000069,USR-7364,South Africa,Mozambique,29260.0,0.1143,Failed,2026-05-24T13:15:04.530984
TXN-20260615-000070,USR-9577,South Africa,Namibia,39469.75,0.083,Pending,2026-06-03T11:51:11.530984
TXN-20260615-000071,USR-7406,South Africa,Zimbabwe,4217.47,0.1496,Pending,2026-06-02T03:36:18.530984
TXN-20260615-000072,USR-5319,South Africa,Botswana,34062.72,0.1113,Pending,2026-05-29T19:44:47.530984
TXN-20260615-000073,USR-9810,South Africa,Malawi,17352.66,0.1206,Pending,2026-06-05T03:38:52.530984
TXN-20260615-000074,USR-5262,South Africa,Malawi,8339.11,0.0919,Pending,2026-05-19T08:06:16.530984
TXN-20260615-000075,USR-5206,South Africa,Zimbabwe,45956.04,0.0911,Pending,2026-05-19T06:32:07.530984
TXN-20260615-000076,USR-7487,South Africa,Zimbabwe,19855.43,0.13,Failed,2026-06-08T23:58:57.530984
TXN-20260615-000077,USR-4439,South Africa,Malawi,22525.71,0.0897,Success,2026-06-06T10:46:22.530984
TXN-20260615-000078,USR-3082,South Africa,Namibia,46387.71,0.1008,Failed,2026-05-25T20:56:19.530984
TXN-20260615-000079,USR-5423,South Africa,Namibia,24929.0,0.135,Pending,2026-06-14T16:59:23.530984
TXN-20260615-000080,USR-7282,South Africa,Mozambique,8368.89,0.0599,Pending,2026-06-06T15:28:57.530984
TXN-20260615-000081,USR-6749,South Africa,Botswana,4814.57,0.1402,Failed,2026-06-14T23:07:08.530984
TXN-20260615-000082,USR-1485,South Africa,Botswana,11485.11,0.135,Failed,2026-06-03T10:35:45.530984
TXN-20260615-000083,USR-1696,South Africa,Namibia,27444.19,0.1419,Success,2026-05-29T10:01:05.530984
TXN-20260615-000084,USR-7124,South Africa,Namibia,15647.67,0.0639,Success,2026-05-22T07:46:07.530984
TXN-20260615-000085,USR-7377,South Africa,Namibia,24619.7,0.1308,Pending,2026-06-12T01:54:31.530984
TXN-20260615-000086,USR-6895,South Africa,Malawi,17702.85,0.1115,Failed,2026-05-19T14:01:26.530984
TXN-20260615-000087,USR-4163,South Africa,Zimbabwe,9393.77,0.1023,Pending,2026-05-17T01:04:52.530984
TXN-20260615-000088,USR-5536,South Africa,Mozambique,45453.47,0.1187,Failed,2026-05-22T19:43:21.530984
TXN-20260615-000089,USR-4065,South Africa,Botswana,42150.96,0.0607,Success,2026-06-09T20:21:47.530984
TXN-20260615-000090,USR-6565,South Africa,Zimbabwe,2814.74,0.1357,Pending,2026-06-04T16:47:23.530984
TXN-20260615-000091,USR-6683,South Africa,Malawi,5477.36,0.149,Failed,2026-06-13T05:50:29.530984
TXN-20260615-000092,USR-1366,South Africa,Mozambique,14138.2,0.1149,Pending,2026-05-25T22:06:43.530984
TXN-20260615-000093,USR-8656,South Africa,Malawi,39087.63,0.1287,Pending,2026-06-04T21:11:20.530984
TXN-20260615-000094,USR-5635,South Africa,Zimbabwe,22836.47,0.0638,Failed,2026-05-25T17:42:46.530984
TXN-20260615-000095,USR-4744,South Africa,Zimbabwe,41277.73,0.1228,Success,2026-06-15T00:16:51.530984
TXN-20260615-000096,USR-4997,South Africa,Botswana,20629.3,0.0737,Success,2026-05-30T17:46:27.530984
TXN-20260615-000097,USR-1206,South Africa,Zimbabwe,1304.52,0.0946,Pending,2026-05-29T07:00:21.530984
TXN-20260615-000098,USR-9509,South Africa,Botswana,8477.49,0.0513,Pending,2026-06-08T09:37:20.530984
TXN-20260615-000099,USR-1531,South Africa,Mozambique,29289.23,0.0885,Pending,2026-05-26T01:55:16.530984
TXN-20260615-000100,USR-3908,South Africa,Malawi,3307.38,0.1222,Failed,2026-05-31T12:22:24.530984
TXN-20260615-000101,USR-6103,South Africa,Botswana,8890.17,0.1436,Pending,2026-06-02T05:42:45.530984
TXN-20260615-000102,USR-4244,South Africa,Namibia,23527.7,0.0615,Pending,2026-06-14T23:54:57.530984
TXN-20260615-000103,USR-1997,South Africa,Namibia,46716.18,0.1358,Success,2026-06-10T05:13:50.530984
TXN-20260615-000104,USR-8792,South Africa,Namibia,9612.19,0.0574,Success,2026-05-25T22:03:39.530984
TXN-20260615-000105,USR-7370,South Africa,Malawi,18141.65,0.0573,Failed,2026-06-04T04:21:18.530984
TXN-20260615-000106,USR-5520,South Africa,Namibia,41874.15,0.1461,Pending,2026-05-20T08:51:31.530984
TXN-20260615-000107,USR-2544,South Africa,Mozambique,32255.29,0.1448,Success,2026-05-28T01:38:52.530984
TXN-20260615-000108,USR-3320,South Africa,Malawi,42574.8,0.0816,Pending,2026-05-27T17:11:28.530984
TXN-20260615-000109,USR-4210,South Africa,Mozambique,31306.25,0.0784,Failed,2026-06-08T02:41:25.530984
TXN-20260615-000110,USR-5903,South Africa,Botswana,3128.69,0.0512,Pending,2026-06-04T22:07:19.530984
TXN-20260615-000111,USR-3353,South Africa,Botswana,18822.72,0.109,Pending,2026-05-24T18:45:04.530984
TXN-20260615-000112,USR-4487,South Africa,Mozambique,18587.04,0.1276,Failed,2026-05-20T15:59:18.530984
TXN-20260615-000113,USR-6198,South Africa,Zimbabwe,31214.91,0.1115,Success,2026-05-25T22:08:14.530984
TXN-20260615-000114,USR-1139,South Africa,Malawi,11068.73,0.1427,Failed,2026-05-17T04:42:54.530984
TXN-20260615-000115,USR-3484,South Africa,Namibia,2142.1,0.0958,Failed,2026-05-26T01:14:43.530984
TXN-20260615-000116,USR-1438,South Africa,Zimbabwe,30598.05,0.086,Failed,2026-06-12T12:47:47.530984
TXN-20260615-000117,USR-1954,South Africa,Botswana,30181.64,0.0756,Pending,2026-06-01T03:12:18.530984
TXN-20260615-000118,USR-9353,South Africa,Mozambique,15750.99,0.0626,Pending,2026-06-14T00:52:08.530984
TXN-20260615-000119,USR-3803,South Africa,Malawi,35394.07,0.1175,Success,2026-06-01T07:19:26.530984
TXN-20260615-000120,USR-2954,South Africa,Malawi,21029.86,0.0841,Failed,2026-06-11T17:45:45.530984
TXN-20260615-000121,USR-2776,South Africa,Zimbabwe,47449.09,0.0572,Success,2026-05-29T15:54:40.530984
TXN-20260615-000122,USR-6096,South Africa,Malawi,9692.63,0.1101,Success,2026-05-21T07:57:10.530984
TXN-20260615-000123,USR-1967,South Africa,Zimbabwe,24896.16,0.1272,Success,2026-06-03T14:21:09.530984
TXN-20260615-000124,USR-8125,South Africa,Zimbabwe,2644.02,0.1266,Success,2026-05-27T14:08:26.530984
TXN-20260615-000125,USR-3462,South Africa,Zimbabwe,7678.01,0.07,Failed,2026-06-15T05:35:48.530984
TXN-20260615-000126,USR-6950,South Africa,Malawi,34502.14,0.0653,Pending,2026-06-02T08:40:23.530984
TXN-20260615-000127,USR-1567,South Africa,Botswana,34100.1,0.0716,Pending,2026-06-03T21:18:13.530984
TXN-20260615-000128,USR-3161,South Africa,Mozambique,49750.18,0.0629,Failed,2026-06-15T04:59:53.530984
TXN-20260615-000129,USR-7530,South Africa,Malawi,5736.94,0.0949,Success,2026-05-18T03:41:37.530984
TXN-20260615-000130,USR-5435,South Africa,Zimbabwe,28229.84,0.0565,Success,2026-06-15T00:46:56.530984
TXN-20260615-000131,USR-8063,South Africa,Malawi,18645.74,0.1338,Failed,2026-06-07T13:38:30.530984
TXN-20260615-000132,USR-2106,South Africa,Botswana,7402.64,0.1365,Pending,2026-05-29T15:47:18.530984
TXN-20260615-000133,USR-7573,South Africa,Namibia,35718.84,0.1254,Failed,2026-06-01T10:37:33.530984
TXN-20260615-000134,USR-2855,South Africa,Botswana,22637.1,0.143,Success,2026-06-12T10:20:47.530984
TXN-20260615-000135,USR-1088,South Africa,Mozambique,7244.37,0.1192,Success,2026-06-12T08:01:13.530984
TXN-20260615-000136,USR-6497,South Africa,Zimbabwe,41826.09,0.0778,Failed,2026-05-18T04:21:17.530984
TXN-20260615-000137,USR-1329,South Africa,Zimbabwe,11520.12,0.078,Failed,2026-06-07T01:44:12.530984
TXN-20260615-000138,USR-8099,South Africa,Botswana,16820.11,0.0942,Failed,2026-06-08T03:49:26.530984
TXN-20260615-000139,USR-1629,South Africa,Zimbabwe,25363.55,0.1062,Success,2026-06-13T14:06:44.530984
TXN-20260615-000140,USR-1137,South Africa,Namibia,9146.26,0.093,Pending,2026-05-18T20:12:46.530984
TXN-20260615-000141,USR-5423,South Africa,Mozambique,2448.89,0.1035,Failed,2026-05-30T04:21:25.530984
TXN-20260615-000142,USR-2240,South Africa,Namibia,22387.42,0.0575,Success,2026-05-21T17:38:53.530984
TXN-20260615-000143,USR-1840,South Africa,Botswana,45651.7,0.0709,Success,2026-05-26T15:28:28.530984
TXN-20260615-000144,USR-9328,South Africa,Botswana,2701.89,0.1177,Pending,2026-06-02T18:59:02.530984
TXN-20260615-000145,USR-8088,South Africa,Zimbabwe,333.62,0.1047,Success,2026-06-13T16:01:47.530984
TXN-20260615-000146,USR-9579,South Africa,Malawi,43655.55,0.0996,Success,2026-05-20T21:36:13.530984
TXN-20260615-000147,USR-8236,South Africa,Zimbabwe,39662.59,0.111,Success,2026-06-07T00:28:54.530984
TXN-20260615-000148,USR-6184,South Africa,Malawi,47742.09,0.1262,Pending,2026-05-16T22:04:37.530984
TXN-20260615-000149,USR-9661,South Africa,Mozambique,25928.62,0.1412,Failed,2026-05-19T14:45:00.530984
TXN-20260615-000150,USR-4988,South Africa,Mozambique,16937.51,0.0762,Success,2026-05-24T21:26:58.530984
TXN-20260615-000151,USR-9879,South Africa,Namibia,10046.76,0.0937,Failed,2026-06-01T19:01:07.530984
TXN-20260615-000152,USR-4119,South Africa,Namibia,17855.65,0.098,Failed,2026-05-26T20:52:34.530984
TXN-20260615-000153,USR-7336,South Africa,Malawi,2211.11,0.1152,Pending,2026-06-09T09:08:22.530984
TXN-20260615-000154,USR-7223,South Africa,Mozambique,26098.15,0.1474,Failed,2026-06-05T00:00:00.530984
TXN-20260615-000155,USR-1733,South Africa,Namibia,38114.33,0.0672,Pending,2026-06-06T15:17:27.530984
TXN-20260615-000156,USR-3414,South Africa,Zimbabwe,30019.13,0.1233,Pending,2026-05-22T11:41:47.530984
TXN-20260615-000157,USR-3830,South Africa,Malawi,17735.34,0.1266,Pending,2026-05-24T15:08:07.530984
TXN-20260615-000158,USR-4157,South Africa,Zimbabwe,40390.28,0.0895,Pending,2026-05-17T06:48:22.530984
TXN-20260615-000159,USR-6360,South Africa,Namibia,45655.05,0.1148,Failed,2026-05-27T09:38:50.530984
TXN-20260615-000160,USR-3738,South Africa,Malawi,14810.61,0.1044,Pending,2026-05-28T21:13:04.530984
TXN-20260615-000161,USR-3367,South Africa,Malawi,15448.49,0.1152,Pending,2026-06-02T06:41:07.530984
TXN-20260615-000162,USR-1057,South Africa,Malawi,16537.64,0.0951,Success,2026-05-31T15:05:42.530984
TXN-20260615-000163,USR-6785,South Africa,Botswana,18628.54,0.1463,Failed,2026-06-12T15:58:15.530984
TXN-20260615-000164,USR-3441,South Africa,Zimbabwe,28240.83,0.1458,Failed,2026-06-14T15:12:32.530984
TXN-20260615-000165,USR-1910,South Africa,Namibia,24556.2,0.0637,Pending,2026-05-22T21:29:50.530984
TXN-20260615-000166,USR-2276,South Africa,Zimbabwe,30443.3,0.0783,Success,2026-05-31T20:24:14.530984
TXN-20260615-000167,USR-4181,South Africa,Mozambique,46931.82,0.0724,Pending,2026-06-06T11:03:56.530984
TXN-20260615-000168,USR-6205,South Africa,Malawi,22571.47,0.0556,Success,2026-05-25T22:33:16.530984
TXN-20260615-000169,USR-2651,South Africa,Namibia,11939.59,0.1206,Success,2026-05-20T08:51:25.530984
TXN-20260615-000170,USR-6474,South Africa,Namibia,48091.94,0.1115,Success,2026-06-04T04:58:56.530984
TXN-20260615-000171,USR-7634,South Africa,Botswana,42749.99,0.1435,Pending,2026-05-20T00:48:36.530984
TXN-20260615-000172,USR-4014,South Africa,Botswana,26173.5,0.0549,Success,2026-06-04T16:07:27.530984
TXN-20260615-000173,USR-9544,South Africa,Namibia,13963.14,0.0647,Failed,2026-05-18T10:29:15.530984
TXN-20260615-000174,USR-7043,South Africa,Mozambique,17209.04,0.0639,Failed,2026-05-16T20:28:49.530984
TXN-20260615-000175,USR-7134,South Africa,Namibia,42779.2,0.0832,Failed,2026-06-07T02:37:50.530984
TXN-20260615-000176,USR-9780,South Africa,Mozambique,1495.53,0.1064,Success,2026-06-15T17:27:12.530984
TXN-20260615-000177,USR-1024,South Africa,Mozambique,41875.72,0.0674,Success,2026-05-26T00:53:20.530984
TXN-20260615-000178,USR-1097,South Africa,Malawi,40539.84,0.1192,Success,2026-05-29T02:33:02.530984
TXN-20260615-000179,USR-5249,South Africa,Mozambique,29415.89,0.0806,Success,2026-06-08T09:33:22.530984
TXN-20260615-000180,USR-2125,South Africa,Namibia,9757.23,0.0641,Pending,2026-06-09T06:09:29.530984
TXN-20260615-000181,USR-3661,South Africa,Malawi,8323.83,0.1426,Pending,2026-06-12T19:30:51.530984
TXN-20260615-000182,USR-6790,South Africa,Malawi,36902.56,0.0501,Pending,2026-05-24T13:19:06.530984
TXN-20260615-000183,USR-1661,South Africa,Malawi,24078.74,0.0669,Pending,2026-06-05T02:34:33.530984
TXN-20260615-000184,USR-9046,South Africa,Zimbabwe,17871.98,0.1345,Pending,2026-05-31T07:55:32.530984
TXN-20260615-000185,USR-7352,South Africa,Namibia,6332.73,0.1107,Pending,2026-05-29T13:35:58.530984
TXN-20260615-000186,USR-5526,South Africa,Malawi,10495.65,0.1377,Success,2026-06-05T16:29:51.530984
TXN-20260615-000187,USR-4634,South Africa,Mozambique,800.95,0.0537,Success,2026-05-28T06:16:47.530984
TXN-20260615-000188,USR-7745,South Africa,Zimbabwe,48973.51,0.0601,Failed,2026-06-02T22:45:51.530984
TXN-20260615-000189,USR-3202,South Africa,Malawi,4718.85,0.1296,Success,2026-06-08T14:36:32.530984
TXN-20260615-000190,USR-5786,South Africa,Zimbabwe,45677.17,0.0777,Failed,2026-05-18T17:32:16.530984
TXN-20260615-000191,USR-3035,South Africa,Mozambique,33006.58,0.0601,Failed,2026-05-22T22:40:57.530984
TXN-20260615-000192,USR-2800,South Africa,Botswana,39856.41,0.0971,Pending,2026-06-07T03:25:25.530984
TXN-20260615-000193,USR-8998,South Africa,Mozambique,2530.0,0.0876,Success,2026-05-31T07:49:40.530984
TXN-20260615-000194,USR-8915,South Africa,Botswana,7220.55,0.0832,Pending,2026-06-10T00:28:58.530984
TXN-20260615-000195,USR-6071,South Africa,Botswana,8685.05,0.1212,Success,2026-05-31T15:22:40.530984
TXN-20260615-000196,USR-1004,South Africa,Mozambique,40956.54,0.1217,Pending,2026-05-29T19:48:49.530984
TXN-20260615-000197,USR-4796,South Africa,Mozambique,18097.44,0.1482,Pending,2026-05-31T06:14:14.530984
TXN-20260615-000198,USR-6652,South Africa,Namibia,18933.07,0.1375,Success,2026-05-29T10:55:02.530984
TXN-20260615-000199,USR-6998,South Africa,Zimbabwe,34836.06,0.0881,Pending,2026-06-10T07:30:25.530984
TXN-20260615-000200,USR-4439,South Africa,Mozambique,28496.04,0.1041,Failed,2026-05-24T15:02:12.530984
TXN-20260615-000201,USR-7912,South Africa,Botswana,34344.27,0.1399,Failed,2026-05-24T06:09:35.530984
TXN-20260615-000202,USR-9741,South Africa,Zimbabwe,17748.13,0.1293,Pending,2026-05-17T13:53:49.530984
TXN-20260615-000203,USR-4615,South Africa,Botswana,13048.57,0.078,Success,2026-05-30T21:03:46.530984
TXN-20260615-000204,USR-5042,South Africa,Mozambique,43924.78,0.0821,Failed,2026-06-12T10:59:02.530984
TXN-20260615-000205,USR-8833,South Africa,Zimbabwe,6876.21,0.0833,Failed,2026-06-11T04:05:20.530984
TXN-20260615-000206,USR-1194,South Africa,Zimbabwe,39315.75,0.1117,Pending,2026-06-15T02:24:47.530984
TXN-20260615-000207,USR-3994,South Africa,Malawi,27231.27,0.0969,Failed,2026-05-18T06:16:35.530984
TXN-20260615-000208,USR-1558,South Africa,Mozambique,29475.33,0.0899,Pending,2026-05-28T13:33:54.530984
TXN-20260615-000209,USR-3125,South Africa,Namibia,42832.33,0.1367,Success,2026-06-11T12:59:15.530984
TXN-20260615-000210,USR-1510,South Africa,Mozambique,21874.84,0.1374,Failed,2026-06-02T10:21:34.530984
TXN-20260615-000211,USR-2423,South Africa,Mozambique,19854.6,0.1235,Pending,2026-06-07T03:41:21.530984
TXN-20260615-000212,USR-7513,South Africa,Malawi,7862.17,0.1151,Pending,2026-05-19T06:35:27.530984
TXN-20260615-000213,USR-3485,South Africa,Zimbabwe,30281.58,0.1289,Pending,2026-05-23T14:50:14.530984
TXN-20260615-000214,USR-2910,South Africa,Botswana,13672.11,0.0967,Success,2026-05-19T15:06:19.530984
TXN-20260615-000215,USR-1703,South Africa,Mozambique,25162.8,0.0773,Failed,2026-06-07T14:16:33.530984
TXN-20260615-000216,USR-8574,South Africa,Mozambique,6575.67,0.0804,Success,2026-05-29T21:42:34.530984
TXN-20260615-000217,USR-8174,South Africa,Zimbabwe,10032.96,0.1452,Pending,2026-06-03T10:39:24.530984
TXN-20260615-000218,USR-5648,South Africa,Botswana,47687.08,0.0526,Failed,2026-06-07T17:34:48.530984
TXN-20260615-000219,USR-9163,South Africa,Zimbabwe,34510.71,0.057,Pending,2026-05-26T00:26:49.530984
TXN-20260615-000220,USR-6902,South Africa,Mozambique,40708.98,0.0637,Failed,2026-06-13T08:09:03.530984
TXN-20260615-000221,USR-5102,South Africa,Botswana,7110.12,0.092,Pending,2026-05-18T14:09:52.530984
TXN-20260615-000222,USR-8947,South Africa,Zimbabwe,44854.93,0.06,Pending,2026-06-05T08:19:23.530984
TXN-20260615-000223,USR-6437,South Africa,Botswana,34566.18,0.1321,Success,2026-05-17T08:31:07.530984
TXN-20260615-000224,USR-4398,South Africa,Malawi,48794.78,0.1068,Failed,2026-05-27T22:31:30.530984
TXN-20260615-000225,USR-5321,South Africa,Zimbabwe,36350.7,0.0815,Failed,2026-05-18T16:22:32.530984
TXN-20260615-000226,USR-1760,South Africa,Mozambique,48082.31,0.1354,Pending,2026-06-08T00:13:01.530984
TXN-20260615-000227,USR-8974,South Africa,Botswana,47755.81,0.126,Success,2026-05-17T17:23:35.530984
TXN-20260615-000228,USR-8967,South Africa,Zimbabwe,9789.82,0.1255,Pending,2026-05-23T08:38:20.530984
TXN-20260615-000229,USR-1277,South Africa,Zimbabwe,25065.34,0.1302,Pending,2026-06-02T04:06:14.530984
TXN-20260615-000230,USR-8719,South Africa,Malawi,45793.57,0.1055,Failed,2026-05-26T21:03:54.530984
TXN-20260615-000231,USR-4157,South Africa,Zimbabwe,35065.37,0.094,Success,2026-06-14T11:01:31.530984
TXN-20260615-000232,USR-1997,South Africa,Botswana,5385.76,0.0906,Pending,2026-06-01T02:13:34.530984
TXN-20260615-000233,USR-7553,South Africa,Mozambique,45954.43,0.1082,Failed,2026-06-03T12:06:30.530984
TXN-20260615-000234,USR-8569,South Africa,Mozambique,14587.94,0.1499,Failed,2026-05-31T19:19:33.530984
TXN-20260615-000235,USR-3935,South Africa,Mozambique,32997.6,0.0535,Success,2026-05-20T16:37:43.530984
TXN-20260615-000236,USR-1894,South Africa,Malawi,19176.18,0.1268,Pending,2026-05-26T09:32:45.530984
TXN-20260615-000237,USR-8096,South Africa,Malawi,47975.98,0.0646,Success,2026-06-09T00:12:11.530984
TXN-20260615-000238,USR-4280,South Africa,Botswana,43477.81,0.0829,Pending,2026-05-26T00:23:07.530984
TXN-20260615-000239,USR-9329,South Africa,Namibia,45624.08,0.0803,Pending,2026-05-21T06:37:49.530984
TXN-20260615-000240,USR-1213,South Africa,Zimbabwe,1146.96,0.0923,Pending,2026-05-20T03:28:11.530984
TXN-20260615-000241,USR-8094,South Africa,Malawi,11226.91,0.1352,Failed,2026-06-13T23:21:20.530984
